
 দেশবাসী তো, তাহসিন আহমেদ,,,," তাহসিন আহমেদ, ওয়ালী হাসান, মাজহার সোহান ও সায়েম খান",,,,"এই তোমরা আমারে কি বলো
চিনতে পারছো?
শুনলাম আমার নাম নাকি
দিসো VATMANoh yeeeযাক এই নামটা এতোটাও
খারাপ না,
শুনলে SOMETIMES I FEEL
LIKE I’M BATMANYO BROচলো আমরা এখন
আসল কথায় আসি,
১৫% ভ্যাট মোটেও নয় বেশি,
ভ্যাটের কথা শুনলে ক্যান যে ঢং ধরোনা ৪০০০ কোটি টাকা কিছুই না,
আমাকে তো থামাতে তো পারবেনা,
ভ্যাটের নামে সবার টাকা মাইরা খাবোদেশবাসী তো
আমার নেয়া DECISION এ রাগান্বিত,
১ লাখ যাদের আছে তারা বড়লোকই তো,
একটু বেশী ভ্যাট দিলে এমন কি হইতো?দেশবাসী তো
আমার এমন PERFORMANCE এ বিমোহিত,
চারিদিকে FAN আমার অগণিত,
এইটা দেখে HATER রা হয় ঈর্ষান্বিত।আমি যখনই কোনো কিছুতে ভ্যাট বসাই,
তোমরা কেনো ক্ষেপ?
ক্ষেইপা রাস্তায় নামো।
বয়স হইসে আর তো চিল্লাইতে পারিনা,
গলা ছিড়া গেলো,
কাক্কু তুমি ধরো।তুই তো হইসোস খালি দামড়া,
তুই আমার কাছে ছেমড়া,
তোর শক্ত হয়নাই চামড়া,
লবন দিয়া খা আমড়া,
হইতে পারে এটা করলে তোর
মাথাতে বাল বাল!!
RAP এর নামে এইসব আমি
কি কইতেসি বাল ছাল!!দেখতে যতো বুড়া
ততো বুড়া আমি নারে,
কেন? কেন? কেন মেয়েরা
ফিরা চায় বারে বারে?
আমার জন্যে মেয়েরা
দাঁড়ায় থাকে রাস্তার ধারে,
সময় দিতে পারিনাতো
আমি তো সবাইরে।বাসিতো বাসিতো
ভালোবাসিতো
সব মেয়েরে আমি
ভালোবাসিতোভ্যাট নেওয়া তোর নেশা,
তুই বানায় নিসোস পেশা,
তুইতো এখন ভ্যাট নিয়া
কামাস টাকা পয়সা।দেশবাসী তো
আমাদের কর্মকান্ডে রাগান্বিত,
পদে পদে দেয় খালি দৌড়ানিতো,
কোনদিন খাই মাইর আছি শংকিত।দেশবাসী তো
আমার নেয়া DECISION এ রাগান্বিত,
১ লাখ যাদের আছে তারা বড়লোকই তো,
একটু বেশী ভ্যাট দিলে এমন কি হইতো?দেশবাসী তো
বাসিতো বাসিতো
ভালোবাসিতো
সব মেয়েরে আমি
ভালোবাসিতোভ্যাট নেওয়া তোর নেশা,
তুই বানায় নিসোস পেশা,
তুইতো এখন ভ্যাট নিয়া
কামাস টাকা পয়শা,বাসিতো বাসিতো
ভালোবাসিতো
সব মেয়েরে আমি
ভালোবাসিতোভ্যাট নেওয়া তোর নেশা,
একটু বেশী ভ্যাট দিলে এমন কি হইতো?দেশবাসী তো"
 দেউলিয়া, তানজীব সারোয়ার,,, তানজীব সারোয়ার, তানজীব সারোয়ার,,,,"কি সুখ পাই, তোরে দেখায়
হায় সুখ যায় তোরে হারায়
আমায় বান্ধিয়া রাখো কলিজায়
পর কইরা যাইওনা ফালায়এ মন দেউলিয়া পাগল পাড়া
মন হারা ছন্নছাড়াগঞ্জে যাই যেদিন
লোকে কয় ডাইকা সেদিন
ভুইলা যারে পাগল পাবিনা আর তারেআমার দোতারায় ঘূণে ধরেছে
তাই মনমাসি ঘুমে ডেকেছে
আমার ধরফরা বুক আর দোতারার সুর
থামিলে আইসা কি হবেএ মন দেউলিয়া পাগল পাড়া
মন হারা ছন্নছাড়াধোঁকা আর বোকা
নিজে তা বুঝি না
অন্ধের মত চাই তোরে
লোকে যা বলে বলুক
এমুক অমুক
জবাবে বলি কাল আসবে সুখআমার দোতারায় ঘূণে ধরেছে
তাই মনমাসি ঘুমে ডেকেছে
আমায় বান্ধিয়া রাখো কলিজায়
পর কইরা যাইওনা ফালায়এ মন দেউলিয়া পাগল পাড়া
মন হারা ছন্নছাড়া"
 দেয়ালে দেয়ালে, মিনার রহমান,, দেয়ালে দেয়ালে, মিনার রহমান, রবিউল ইসলাম জীবন,,,,"বলনা কেন তুমি বহুদূর,
কেন আমি একা হৃদয়ে ভাঙচুর।
জানো না তুমিহীনা এ আমার,
স্বপ্ন মেঘে ঢাকা নামে না রোদ্দুর। দেয়ালে দেয়ালে খেয়ালে খেয়ালে,
হিসেবে বেহিসেবে
তোমাকেই খুঁজি।
আড়ালে আড়ালে,
কোথায় হারালে
ফিরে তুমি আর  আসবেনা বুঝি?  কত রাত কেটে গেছে আধারে ,
নেইতো ভোরের দেখা  বোঝাবো কিভাবে ?
কত ঘুম মিশে গেছে অজানায়
জানে শুধু  দু ‘ চোখ  ভুল সে স্বভাবে ।  দেয়ালে দেয়ালে খেয়ালে খেয়ালে,
হিসেবে বেহিসেবে
তোমাকেই খুঁজি।
আড়ালে আড়ালে,
কোথায় হারালে
ফিরে তুমি আর  আসবেনা বুঝি?  তবু আমি তোমার অপেক্ষায়
দেখবো নতুন দিনের আলো।
বেঁচে থাকার আশ্রয় তুমি
তোমাকেই শুধু বাসি ভালো।  দেয়ালে দেয়ালে খেয়ালে খেয়ালে,
হিসেবে বেহিসেবে
তোমাকেই খুঁজি।
আড়ালে আড়ালে,
কোথায় হারালে
ফিরে তুমি আর  আসবেনা বুঝি?বলনা কেন তুমি বহুদূর,
কেন আমি একা হৃদয়ে ভাঙচুর।
জানো না তুমিহীনা এ আমার,
স্বপ্ন মেঘে ঢাকা নামে না রোদ্দুর। "
 ধাঁধার থেকেও জটিল তুমি, গড়ের মাঠ, মহীনের ঘোড়াগুলি, আবার বছর কুড়ি পরে, সুব্রত ঘোষ/ জয়জিৎ লাহিড়ী, সুব্রত ঘোষ/ জয়জিৎ লাহিড়ী,,,,"ধাঁধার থেকেও জটিল তুমি
খিদের থেকেও স্পষ্ট
কাজের মধ্যে অকাজ খালি
মনের মধ্যে কষ্টস্বপ্ন হয়ে যখন তখন আঁকড়ে আমায় ধর
তাইতো বলি আমায় বরং ঘেন্না কর ঘেন্না করগুনগানের হাজার বুলি শুধুই সময় নষ্ট
আঁকছো ছবি সমস্ত দিন রঙ সবই অস্পষ্টসুখের থেকেও হাজার গুনে দুঃখ অনেক ভালো
তাইতো বলি আমায় বরং ঘেন্না কর ঘেন্না করআজ চালাক আমি কাল বোকা
মহৎ প্রেমিক ন্যাকা ন্যাকা
আমার আসল চেহারা কি চিনতে তুমি পার?
চিনতে যদি পেরেই থাকো ঘেন্না কর ঘেন্না কর"
 ঢাকানামা, মল্লিক ঐশ্বর্য, জলের গান,, রাহুল আনন্দ, রাহুল আনন্দ,,,,"অচেনা রাস্তায় – তিনচাকা রিক্সায়
বিপরীতমুখী চেনা মুখ-
ইট কাঠ পাথরে – উঁকি মারে অন্দরে
“ভালোবাসা” নামের অসুখ ।। লাখো মানুষের ভীড়ে…
বুড়িগঙ্গার তীরে…
খুনসুটি আহ্লাদ-আড্ডায় ফুটপাত,
মশারীর সংসারে-কত শত কাটে রাত  –
বিস্ময়ে ভরা চার চোখ ! দেয়ালে দেয়ালে…
আজব খেয়ালে…
স্লোগান কবিতা দ্রোহে-সময়ের দাবী উড়ে,
পোষ্টার বিলবোর্ডে-রাতজাগা প্রেম করে –
ময়ুরী আর মারজুক ।। আবোলতাবোল…
হযবরল বোল…
এলোমেলো গলি – নকশা আঁকা,
পুরোটাই খোলা – নাম তবু ঢাকা –
(আমরা)পাগলা হাওয়ায় ভাসাই
পালক বুক…
(আমরা) রোজ রোজ-ই খুঁজি –
আপন প্রিয়মুখ ।।
ঢাকাই শাড়ি রেশমী হাওয়ায় উড়ে…
“ঢাকা” খোলা থাকে – বাহিরে-অন্দরে…
(আমরা)ঢাকাই হাওয়ায় ভাসাই
ঘুড্ডি বুক…
(আমরা)আয়নায় খুঁজি –
আপন আগুনমুখ ।।"
 ধীরে ধীরে যাও না সময়, অন্বেষা দত্ত গুপ্ত,,, হাবিব ওয়াহিদ, অনম বিশ্বাস,,, আয়নাবাজি,"ধীরে ধীরে যাও না সময়
আরও ধীর বও
আরেকটুক্ষণ রও না সময়
একটু পরে যাওজানি জীবন গল্পে অনেক ধাঁধা
একটু হাসি অনেক কাঁদাতবু হিসাব নিকাশ চুলোয় দিয়ে
দুঃখের সঙ্গে আড়ি নিয়ে,
করবো একটু বাড়াবাড়ি,
ভালো পাওয়ার কাড়াকাড়ি
যাক সব থেমে যাকধীরে ধীরে যাও না সময়
আরও ধীর বও
আর একটুক্ষণ রও না সময়
একটু পরে যাও"
 ধন্য ধন্য বলি তারে লালন গীতি,,,,,,,,,"ধন্য ধন্য বলি তারে
বেঁধেছে এমন ঘর শূন্যের উপর পোস্তা করেসবে মাত্র একটি খুঁটি
খুঁটির গোড়ায় নাইকো মাটি
কিসে ঘর রবে খাঁটি
ঝড়ি তুফান এলে পরেমূলাধার কুঠুরি নয়টা
তার উপরে চিলেকোঠা
তাহে এক পাগলা বেটা
বসে একা একেশ্বরেউপর নিচে সারি সারি
সাড়ে নয় দরজা তারি
লালন কয় যেতে পারি
কোন দরজা খুলে ঘরেধন্য ধন্য বলি তারে……"
,,,,,,,,,"ধনধান্য পুষ্প ভরা আমাদের এই বসুন্ধরা
তাহার মাঝে আছে দেশ এক সকল দেশের সেরা
ও সে স্বপ্ন দিয়ে তৈরি সে দেশ স্মৃতি দিয়ে ঘেরা
এমন দেশটি কোথাও খুঁজে পাবে নাকো তুমি
ও সে সকল দেশের রাণী সে যে আমার জন্মভূমি
সে যে আমার জন্মভূমি, সে যে আমার জন্মভূমি।।চন্দ্র সূর্য গ্রহতারা, কোথায় উজল এমন ধারা
কোথায় এমন খেলে তড়িৎ এমন কালো মেঘে
তার পাখির ডাকে ঘুমিয়ে উঠি পাখির ডাকে জেগে।।এত স্নিগ্ধ নদী কাহার, কোথায় এমন ধুম্র পাহাড়
কোথায় এমন হরিত ক্ষেত্র আকাশ তলে মেশে
এমন ধানের উপর ঢেউ খেলে যায় বাতাস কাহার দেশে ।।পুষ্পে পুষ্পে ভরা শাখি কুঞ্জে কুঞ্জে গাহে পাখি
গুঞ্জরিয়া আসে অলি পুঞ্জে পুঞ্জে ধেয়ে
তারা ফুলের ওপর ঘুমিয়ে পড়ে ফুলের মধু খেয়ে।।ভায়ের মায়ের এত স্নেহ কোথায় গেলে পাবে কেহ
ওমা তোমার চরণ দুটি বক্ষে আমার ধরি
আমার এই দেশেতে জন্ম যেন এই দেশেতে মরি।।"
 ধর্ম বুঝে, আনুশেহ আনাদিল, বাংলা, কিংকর্তব্যবিমূঢ়,, আনুশেহ আনাদিল,,,,"ধর্ম বুঝে মানরে সখা অঙ্কে না হয় ভুল
মজবি জ্ঞানে সত্য ধ্যানে পাবি ভবের কূলনীরব হয়ে বসরে সখা চুপটি করে শোন
অবুঝ নামাজ পরলে ভোলা
পাবে আঘাত মননিজের পথের পথিক হবি
জ্ঞান নিবি ওদের থেকে
ওদের পথের পথিক হলে
পাবি না তুই তোকেবুঝলি বোকা খাসনে ধোকা সুক্ষ তাদের ছল
মিথ্যাকে সত্য ভাবিসনে মনের পথে চল।"
 ধরো যদি হঠাৎ সন্ধ্যে, স্পন্দন ভট্টাচার্য, বাউন্ডুলে ,, স্পন্দন ভট্টাচার্য, পার্থ ঘোষ,,,,"ধরো যদি হঠাৎ সন্ধ্যে
তোমার দেখা আমার সঙ্গে
মুখোমুখি আমরা দুজন
মাঝখানে অনেক বারণ বাইরে তখন হাওয়া ঝোড়ো
তুমি হয়তো অন্য কারো
আরও একবার বলবো সেদিন
আজ জানে কি জীদ না করো ধরো যদি চেনা গন্ধে
মেতে উঠি চেনা ছন্দে
যদি ছুঁতে চাই  অকারণ
জানি ছোঁয়া তবু বারণচলে যাবে হাওয়া ঝোড়ো
সময় ছিলো আমাদেরও
তবু আবার বলবো সেদিন
আজ জানে কি জীদ না করো "
 ধূসর সময়, লিংকন, আর্টসেল, অনিকেত প্রান্তর ,, রুম্মান আহমেদ,,,,"নোনা স্বপ্নে গড়া তোমার স্মৃতি
শত রঙে রাঙিয়ে মিথ্যে কোনো স্পন্দন
আলোর নিচে যে আঁধার খেলা করে
সে আঁধারে শরীর মেশালে…হে…আজ আমি ধূসর কি রঙিন সময়ে
পথে হারাই তোমাতেজীবনের কাঁটা তারে তুমি অন্তহীনের অপূর্ণতায়
বেওয়ারিশ ঘুড়ি উড়ে যাও অনাবিল আকাশের শূণ্যতায়তবু আমি…কি খুঁজি মানুষের বিষাদের চোখে
কোথায় আলোর উৎসবে স্বপ্নের প্রতিবিম্ব ভাঙে
একা একা আমি থাকি দাঁড়ায়ে
স্মৃতির ঝড়ো বাতাসে
দুজনার শরীর মেশায়"
 দিল আমার, তানজীব সারোয়ার / মেঘলা,, মেঘবরণ, তানজীব সারোয়ার, তানজীব সারোয়ার,,,,"দিল আমার কিছু বোঝেনা
ও দিল আমার
দিল আমার কিছু বোঝেনা
দিল ডাকিয়া…দিল ডাকিয়া কয় মোরে
এক নজর তোরে দেখি বসিয়ালইয়া যাইয়ো দিল দেশে,কইও কথা নিশিতে,
হলুদিয়া ফুলবনে,আসমু সাজি দিল টানে..
দিল ডাকিয়া…দিল ডাকিয়া কয় মোরে
এক নজর তোরে দেখি বসিয়াওরে ও দিলওয়ালি তোর চোখের পানি
সইতে নারে পারি
ওরে ও চাঁদমুখি মন চান্দের হাসি
পাগলা বীণের বাঁশি
ডাকিও ডাকিও ভিনদেশে ডাকিও
উড়ালে নামিব উঠানে
আসিও আসিও পিঁড়িতে বসিয়ো
দিল দিয়া ভালবাসিমু
দিল ডাকিয়া…দিল ডাকিয়া কয় মোরে
এক নজর তোরে দেখি বসিয়াদিল আমার কিছু বোঝেনা
ও দিল আমার
দিল আমার কিছু বোঝেনা"
 রাতভর, ইমরান,,, শওকত আলী ইমন, কবির বকুল, শওকত আলী ইমন,, বসগিরি,"আমিতো হয়েছি সারা,
ভালোবাসায় দিশেহারা|
বুঝি না কোনো কিছু তুই ছাড়া,
দিয়েছি তোকে দিল দিল দিল
তোকে ছাড়া বাঁচা মুশকিলসাগরের ঢেউ এসে মিশে কিনারায়,
মন তোকে ফিরে ফিরে বুকে পেতে চায়
পারি নাতো সামলাতে,
মিশে যেতে তোরই সাথে,
হবো আমি তোরই ঠোঁটে দিল
দিয়েছি তোকে দিল দিল দিল
তোকে ছাড়া বাঁচা মুশকিলহ্নদয়ের চারপাশে তোরই শুধু ভিঁড়
খুব করে ছুঁয়ে ছুঁয়ে, করে অস্থির
কাছে এলে তুই আমি,
বেড়ে যায় পাগলামি,
দিয়েছি তোকে দিল দিল দিল
তোকে ছাড়া বাঁচা মুশকিল"
 দিন বাড়ি যায়,,, দিন বাড়ি যায় ,,,,,,"দিন বাড়ি যায়,
চড়ে পাখির ডানায়
যদি না হয় কথা, জমে নিরবতা
তুমি চোখে রাখো চোখ, চোখে চোখে কথা হোক
যেতে পথে আজ এইটুক বলি
যত দুরে যাই, জানিনাতো কবে
জেনে রেখো শুধু, ফের দেখা হবে নদীরা বাঁধন হারা
আঁকাবাঁকা ছুটে যায়
সব নদী যেন তবু মিলবে মোহনায়
আমার ও নোঙ্গর বাঁধা-তোমার ই সে সীমানায়
যেতে পথে আজ এইটুক বলি
যত দুরে যাই, জানিনাতো কবে
জেনে রেখো শুধু, ফের দেখা হবে মেঘেরা ছন্ন ছাড়া
নীলিমায় ভেসে যায়
জল হয়ে তবু যেন ঝরবে বর্ষায়
এই নিয়তি বাঁধা-তোমারি সেই আঙ্গিনায়
যেতে পথে আজ এইটুক বলি
যত দুরে যাই, জানিনাতো কবে
জেনে রেখো শুধু, ফের দেখা হবে"
 দ্বীপ ছিল শিখা ছিল, মান্না দে,,, মান্না দে,,,,,"দ্বীপ ছিল শিখা ছিল
শুধু তুমিই ছিলে না
বলে আলো জ্বললো না
ভাষা ছিল কথা ছিল
কাছে ডাকলে না
বলে মন কথা বললো না।ঝর্নাকে মনে হয় নদী।
সাগর না ডাকে কভু যদি
তাই যেতে যেতে থামলো সে
বয়ে চললো না
কাছে ডাকলে না বলে
মন কথা বললো না।বুক ভরা আশা নিয়ে
মন আমার শুধু শুধু কাছে এলো
পারলো না দিতে কিছু উপহার।যে মালার ফুল গেছে ঝরে।
রেখেছি সে ফুল বুকে করে
তাই এই ফুল রয়ে গেলো
কেউ দোললো না
কাছে ডাকলে না বলে
মন কথা বললো না ।"
 দ্বিতীয় জীবন, তুহীন, শিরোনামহীন, ইচ্ছে ঘুড়ি,,,,,,"অদৃশ্য চাদরে, দিগন্ত রেখায় বসে আছে সে,
অসংখ্য অনাবিল, পথ পেরিয়ে আশার স্মৃতির ভীড়ে-
রূপালী চাঁদের আলোয় জড়িয়ে থাকা সেই পিচঢালা পথ,
বিষন্ন চারিধার, ছড়িয়ে থাকা মৃদু কুয়াশা-
বিষন্ন ধোঁয়াশায় ধূসর স্মৃতি ঘিরে আছে, তাকে,
আঁধার লহরীর নীল সাজানো আকাশ ছুঁয়ে
জোছনা ভাঙা বালুচরে হারিয়ে যাওয়া,
মনে পড়ে যায় ফেলে আসা পথ পেরিয়ে, সোনালী প্রহর
তবুও সবুজ পথ পেরিয়ে, অসীম ছায়াপথ নিমেষে ছাড়িয়ে,
অবাক বিস্ময়ে।
জীবন স্নৃতি যেন এলোমেলো হয়ে উড়ে যায় একই পলকে,
একই নিমেষে।তোমায় স্বাগত জানাই, ঝড়া পাতার মত সন্ধ্যায়,
আলোময় বিচরন, দ্বিতীয় জীবন,
ছায়াময় মননে, অবাক নয়নে,
ছায়া সুনিবিড়, বিস্ময়ে দেখি,
দ্বিতীয় জীবন, দ্বিতীয় জীবন।"
 দ্বিতীয় ভালোবাসা, শান,,, আরফিন রুমী,,,, ছায়া-ছবি,"If I go for second love
tell me would you accept meযদি হয় এ আমার দ্বিতীয় ভালোবাসা
যদি হয় এই আমার দ্বিতীয় প্রেমের ভাষাতুমি কি করবে ক্ষমা?
ও আমার প্রিয়তমা
তুমি কি করবে ক্ষমা?
ও আমার প্রিয়তমা।If I go for second love
tell me would you accept meযদি হয় এই আমার দ্বিতীয় স্বপ্ন দেখা
যদি হয় দ্বিতীয় কাউকে এসএমএস লেখা
অনুশোচনার কারাগার থেকে
তুমি কি নিবে ডেকে হাসি মুখে?
নাকি সত্য বলার অপরাধে
মৃত্যুর ব্যাংকে দিবে জমা?তুমি কি করবে ক্ষমা?
ও আমার প্রিয়তমা
তুমি কি করবে ক্ষমা?
ও আমার প্রিয়তমা।যদি হয় বারবার ভালবাসা কোনো পাপ
যদি হয় এই আমার কাউকে পাঠানো দ্বিতীয় গোলাপ
তুমি সব কিছু কি মেনে নিবে?
না কি ভন্ড প্রতারক অপবাদ দিবে?
আমি কেমন করে বল নিশ্চিন্ত হই অনুপমা।তুমি কি করবে ক্ষমা?
ও আমার প্রিয়তমা
তুমি কি করবে ক্ষমা?
ও আমার প্রিয়তমা।"
 দলিল, বেলাল খান/ন্যান্সি,,, বেলাল খান, রবিউল ইসলাম জীবন, বেলাল খান এবং ফারুক আহমেদ সুমন,, খুঁটি,"তোমার নামে দলিল দিলাম মনের বিন্দার চর
কোন বসন্তে বাঁধবে বল ভালোবাসার ঘর
ক্ষণে ক্ষণে অবুঝ প্রাণে, তোলো একি ঝড়
দিবানিশি তোমার লাগি বিবাগী অন্তররিমঝিম মৌনতা ছুঁয়ে যায় বারেবারে
অচেনা সুখ এসে দৃষ্টিতে কড়া নারেরিমঝিম মৌনতা ছুঁয়ে যায় বারেবারে
অচেনা সুখ এসে দৃষ্টিতে কড়া নারে
আধো আলো আধো ছায়ায় কাটে যে প্রহর
দিবানিশি তোমার লাগি বিবাগী অন্তর
তোমার নামে দলিল দিলাম মনের বিন্দার চর
কোন বসন্তে বাঁধবে বল ভালোবাসার ঘরনির্ঘুম রাত জেগে আকাশের তারা গুনি
জোছনার রঙে রঙে স্বপ্নের জাল বুনিনির্ঘুম রাত জেগে আকাশের তারা গুনি
জোছনার রঙে রঙে স্বপ্নের জাল বুনি
সত্যি হয়ে পাশাপাশি থেকো, থেকো জনমভর
দিবানিশি তোমার লাগি বিবাগী অন্তর
তোমার নামে দলিল দিলাম মনের বিন্দার চর
কোন বসন্তে বাঁধবে বল ভালোবাসার ঘর
ক্ষণে ক্ষণে অবুঝ প্রাণে, তোলো একি ঝড়
দিবানিশি তোমার লাগি বিবাগী অন্তর
তোমার নামে দলিল দিলাম মনের বিন্দার চর
কোন বসন্তে বাঁধবে বল ভালোবাসার ঘর"
 ডুব, হাবিব ওয়াহিদ,,, হাবিব ওয়াহিদ,,,, প্রজাপতি,"তোমার মাঝে নামবো আমি তোমার ভেতর ডুব
তোমার মাঝে কাটবো সাঁতার ভাসবো আমি খুব
তোমার মাঝেই জীবন-যাপন স্বপ্ন দেখা স্বপ্ন ভাঁঙ্গাসারা নিশি ভিজবো দুজন ছাদে, ঝরা জলে
সারা নিশি ভিজবো দুজন ছাদে, ঝরা জলে
সবুজ সুখে করবো কুজন নীল আকাশের তলে
পাঁজর দিয়ে আগলে রবো তোমায় সারা জীবনসূর্য ছোঁবে রাতের অধর, ঝরবে নরম আলো
নামবো তোমার চোখের ভেতর, বাসবো তোমায় ভালো
মনের সবুজ সুতো দিয়ে বুনবো অনেক স্বপনতোমার মাঝে নামবো আমি তোমার ভেতর ডুব
তোমার মাঝে কাটবো সাঁতার ভাসবো আমি খুব
তোমার মাঝেই জীবন-যাপন স্বপ্ন দেখা স্বপ্ন ভাঁঙ্গা"
 দোয়েল পাখি কন্যা রে, মমতাজ বেগম,,, প্রীতম হাসান, রাকিব হাসান রাহুল,,, দেবী,"নতুন ঘরে যায়, আয় দেইখা যা
নতুন ঘরে যায়, আয় দেইখা যামায়াবতী কন্যা রে, শালুক ফোটা ফুল রে,
রসগোল্লার মতো মিষ্টি কন্যার হাসি রে
আয় দেইখা যা
আয় দেইখা যাদোয়েল পাখি কন্যা রে, লাউয়ের ডগা হাত রে,
আতা গাছে তোতা গান গায় তারে দেইখা রে
আয় শুইনা যা
আয় দেইখা যাও কচি কলাপাতা নরম তার, হলুদ মাখা গায়,
ও সুন্দরী কন্যা আইজ আমগো নতুন ঘরে যায়,
আয় দেইখা যানতুন ঘরে যায়, আয় দেইখা যাজানি না জীবন কখন কোথায় লইয়া যায় রে,
শুধু চাই আমগো কন্যা যেনো সুখী হয় রে
যেনো ব্যথা না লাগে তার শিমুল তুলা মনে
কোনো মন্দ হাওয়া যেন না লাগে তাহার অঙ্গে,
অঙ্গ দোয়া নিয়া যা,
যা নিয়া যাআমার দু’চোখের মনি যে নিয়া যায় রে,
সে জানি সারাজীবন তারে দেইখা রাখে।
হাতে মেহেদী লাগায়, সাথে আলতা রাঙা পায়,
ও সুন্দরী কন্যা আইজ আমগো
নতুন ঘরে যায়আয় দেইখা যানতুন ঘরে যায়, আয় দেইখা যা
নতুন ঘরে যায়, আয় দেইখা যা"
 Dreamsayer, সাকিব, ক্রীপটিক ফেইট, শ্রেষ্ঠ,,,,,,"Walking through the mist i feel like something’s watching me
i can’t escape these thoughts is it the future that i see
sirens in the distance i know a soul has just been freedriding on the bullet i’m approaching breakneck speed
sweat breaks out and i’m shivering in fear
its happening once again and i’m so alone in herein my dreams i feel the happiness in my nightmares all the pain
of people that i’ve never met, and i know them like they’re my friends
all of this is so real to me and when i wake i’m living the dream
in my dreams i feel the happiness, in my nightmares all of the pain
all the painif these visions are so real, then am i going insane
i’m no prophet i’m no liar i am an honest man
I’ve been chosen i don’t know why i need to justify
the powers that have robbed me of my sleepmany years since i have known who’d take over the throne
wars that have killed so many lives never worth the flesh and bones
science enriched technology, curing people bridging needs
but now in time i realize why the wounds would never healby the token of heaven’s love religious faith when offered hope
light denied for darker days when deliverance is gone
wiser men died gruesome deaths who was there to feed the rest
i’ve seen all this and much much more
all these visions that i live forMany nights in sleepless daze, i have thought of things to say
a premonition in truth divined, touching souls in special ways
its been this way for so long now, and still i don’t know how
slef belief eluding me, i asked for strength not infamy
when the sky above goes dark, and velvet rivers overflow
i hear the sirens once again, not one soul but many more
from this final dream i wake and i’m shivering no more
and now todays i spread the word of the greatest day on earth"
 দ্রোহের দরে দেহ, মিশু, শহরতলী, বরাবর শহরতলী, বিদ্যুত্‍,,,,,"খোলা রাস্তায়, নিয়ন আলোর ভীড়ে,
মর্গের স্তব্ধতা, অন্ধ রাতের
জঠরে।
হেঁটে হেঁটে যায়, মগজের মেঝতে;
মিশে যেতে চায় স্বত্তায়,
নাকি দ্রোহের দরে দাম চায়৷
এভাবে জীবন নাকি, জীবন নিয়ে
প্রহসন;
বয়ে যাওয়া দ্রোহের শরীর জুড়ে,
বৃথা দেহের আস্ফালন৷
বোধেরা কেন জানি সমঝোতা চায়,
একাকী রাতের মানে,
বোধের দরে ক্রমশ ক্ষয়৷
সরীসৃপ অন্ধকার,
স্বপ্নের দেহে বেড়ী জড়ায়;
নিশাচরের হাহাকার৷
তবু, স্বপ্নেরই প্রতীক্ষায়…..
এভাবে জীবন নাকি, প্রতিপদে
প্রহসন;
মৃতের শরীর জুড়ে মর্গের উত্‍সব
যাপন৷"
 দু’মুঠো বিকেল, অনুপম রায়,,, অনুপম রায়, অনুপম রায়,,, দেবী,"ক্রমশ এ গল্পে আরো পাতা জুড়ে নিচ্ছি
দু মুঠো বিকেল যদি চাও ছুঁড়ে দিচ্ছি
আরো কিছুক্ষণ যোগাযোগ ধরে রাখছি
আঙুলে আঙুল যেন ভুল করে ডাকছি
এ ছেলেমানুষী তুলি দিয়ে আঁকছিতোমায় ছোঁবে বলে আদর করবে বলে
উড়ে উড়ে আসে এলোমেলো কিছু গান
ডেকে যায় তোমার আঁচল ধরে তুমি ছুঁলে জল, আমি বৃত্ত হয়ে থাকছি
দু মুঠো বিকেল যদি চাও ছুঁড়ে দিচ্ছি তোমার নিশানাতে আমার এ হাওয়াতে
উড়ে উড়ে আসে গুঁড়ো গুঁড়ো কিছু নীল
ঢেকে যায় তোমার আকাশজুড়েক্রমশ এ গল্পে আরো পাতা জুড়ে নিচ্ছি
দু মুঠো বিকেল যদি চাও ছুঁড়ে দিচ্ছি
আরো কিছুক্ষণ যোগাযোগ ধরে রাখছি
আঙুলে আঙুল যেন ভুল করে ডাকছি
এ ছেলেমানুষী তুলি দিয়ে আঁকছি"
 দু দিকেই বসবাস, ন্যান্সি,,, হাবিব ওয়াহিদ,,,, প্রজাপতি,"দুই দিকেই বসবাস দুই দিকেই টান
ফিরবো কোন পাড়ে এই মন টানে দুই ধারে
দু পাড়েই যেতে মন করে আনচান
এক পাড়ে গেলে মন ঐ পাড়ে বিরানএক পাড়ে আছে মন ওই পাড়ে অন্তর(২)
দু পাড়েই তোলে বুকে অচেনা এক ঝড়
দু পাড়েই যেতে মন করে আনচান
এক পাড়ে গেলে মন ঐ পাড়ে বিরানএক মনে দুই জন বেধে আছে ঘর(২)
পারেনা মন কাউকে করে দিতে পর
দু পাড়েই যেতে মন করে আনচান
এক পাড়ে গেলে মন ঐ পাড়ে বিরান"
